compound_name,cas_number,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,3.2 µM,-2.8,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1 µM,-5.6,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Canton S,1 µM,0,,Male,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,10 µM,-5.6,,Female,S,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,32 µM,-2.8,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,200 µM,-2.8,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1 µM,6.9,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,100 µM,2.8,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1000 µM,-5.6,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,3.2 µM,-3.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,10 µM,3.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,100 µM,-3.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1 µM,-3.7,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,32 µM,-3.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1000 µM,6.9,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,200 µM,0,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,3.2 µM,-7.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,32 µM,-7.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,10 µM,0,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,100 µM,-3.7,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1000 µM,-7.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,3.2 µM,-3,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,10 µM,15.2,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,200 µM,-7.4,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,32 µM,9.1,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,100 µM,0,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,200 µM,12.1,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1000 µM,3,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,3.2 µM,2.8,,Male,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1 µM,1.4,,Male,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1 µM,15.2,,Female,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,100 µM,-1.4,,Male,S,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,32 µM,0,,Male,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,200 µM,-1.4,,Male,S,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,1000 µM,-2.8,,Male,NS,17875315,,
Resveratrol,501-36-0,Drosophila melanogaster,Dahomey,10 µM,0,,Male,NS,17875315,,
2-deoxy-D-glucose,"‎154-17-6	",Caenorhabditis elegans,N2,5 mM,12.93,56.49,,S,17908557,,
D-glucose,50-99-7,Caenorhabditis elegans,N2,50 mM,-7.75,-0.9,,S,17908557,,
Lithium Chloride,7447-41-8,Caenorhabditis elegans,N2,10 mM,36,,,S,17959600,,
Rhodiola rosea,,Drosophila melanogaster,,30 mg/mL,11.9,,Female,S,17990971,,
Rhodiola rosea,,Drosophila melanogaster,,30 mg/mL,14,,Male,S,17990971,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,100 µM,19,15,,S,18024103,,
Mianserin,24219-97-4,Caenorhabditis elegans,N2,50 µM,31,,,S,18033297,,
Hydrogen Sulphide,04/06/7783,Caenorhabditis elegans,N2,50 ppm,74,,,S,18077331,,
Acticoa powder,,Rattus norvegicus,Wistar-Unilever,24 mg/5 ml/kg,11,,,S,18179729,,
Myxothiazol,76706-55-3,Caenorhabditis elegans,N2,10 µM,32.3,28.6,,S,18221415,,
FCCP,370-86-5,Caenorhabditis elegans,N2,50 µM,27.8,21.4,,S,18221415,,
Valproic acid,99-66-1,Caenorhabditis elegans,N2,6 mM,35,42,,S,18248662,,
Vitamin E,59-02-9,Mus musculus,C57BL/6J,550 mg/kg,15,,,S,18257658,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,0.5 mM,22,,,S,18400258,,
Reserpine,50-55-5,Caenorhabditis elegans,N2,30 µM,31,,,S,18409080,,
Alpha-lipoic acid,1077-28-7,Rattus norvegicus,BN/SsNOlaHSD,1.5 g/kg,0,,Male,NS,18486188,,
"2,4-dinitrophenol",51-28-5,Mus musculus,Swiss Webster ,1 mg/L,7.1,,FEMALE,S,18505478,,
Caffeine,58-08-2,Saccharomyces cerevisiae,BY4741,0.2-0.4 mM,86,,,S,18513215,,
Eleutherococcus senticosus root extract,,Caenorhabditis elegans,N2,250 µg/ml,16,,,S,18536978,,
Rhodiola rosea root extract,,Caenorhabditis elegans,N2,10 µg/ml,15,,,S,18536978,,
Aspirin,50-78-2,Mus musculus,UM-HET3,21 mg/kg food,8,47.2,MALE,S,18631321,,
Nordihydroguaiaretic acid,500-38-9,Mus musculus,UM-HET3,2.5 g/kg food,12,,MALE,S,18631321,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,100 µM,10,,,S,18692520,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,10,,,S,18692520,,
Alpha-lipoic acid,1077-28-7,Caenorhabditis elegans,N2,1 mM,21,0,,S,18755260,,
Trolox,53188-07-1,Caenorhabditis elegans,N2,3 mM,31,,,S,18755260,,
Taxifolin,480-18-2,Caenorhabditis elegans,N2,820 µM,51,,,S,18755260,,
Propyl gallate,121-79-9,Caenorhabditis elegans,N2,1 mM,12,0,,S,18755260,,
Calcium Pantothenate,137-08-6,Drosophila melanogaster,Oregon,0.5g/kg,27.8,,,S,18856647,,
Sodium Yeast Nucleate,,Drosophila melanogaster,Oregon,5 g/kg,20.3,,,S,18856648,,
Biotin,58-85-5,Drosophila melanogaster,Oregon,0.0067,0,,,NS,18856648,,
Pyridoxine ,65-23-6,Drosophila melanogaster,Oregon,0.025 g/kg,10.5,,,S,18856648,,
Ethosuximide,77-67-8,Caenorhabditis elegans,N2,4 mg/mL,21.11,,,S,18949032,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,100 µM,8,-3,,NS,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,100 µM,8,16,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,9,,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,10,-8,,NS,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,10,,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,9,0,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,10,-2,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,100 µM,11,25,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,18,29,,S,19043800,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,200 µM,11,9,,S,19043800,,
Cocoa,,Drosophila melanogaster,rosy^+5,100 g/l medium,,,Male,NS,19083435,,
Cocoa,,Drosophila melanogaster,rosy^+5,50 g/l medium,,,Male,S,19083435,,
Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,NA,12.2,,,S,19085685,,
SkQ1,934826-68-3,Drosophila melanogaster,,20 pM-20 nM,14,,,S,19120018,,
SkQ1,934826-68-3,Ceriodaphnia affinis,,0.55 nM,100,,,S,19120018,,
SkQ1,934826-68-3,Podospora anserina,,100 nM,50,,,S,19120018,,
Gliotoxin,67-99-2,Caenorhabditis elegans,N2,63 nmol,-9.54,,,NS,19235201,,
Gliotoxin,67-99-2,Caenorhabditis elegans,N2,125 nmol,-4.02,,,NS,19235201,,
Gliotoxin,67-99-2,Caenorhabditis elegans,N2,250 nmol,-2.01,,,NS,19235201,,
Gliotoxin,67-99-2,Caenorhabditis elegans,N2,500 nmol,0.9,,,NS,19235201,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-25.3,-9.5,Female,S,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-14.5,-14.4,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-5.8,-7.3,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM ,-4.6,-12.4,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-2.8,-4.8,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-3.3,-12.1,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-0.5,3.7,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-1.4,-12,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-2.3,16.7,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,0,-3.4,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,1.3,16.6,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,2.3,5,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,2.6,17.5,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,1.5,10,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,2.5,-7.7,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,3.8,5.7,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,11.2,-1.4,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,8,36.3,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-4.9,5.4,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,2.6,13.9,Male,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,6.2,7.3,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,15.6,22.5,Female,S,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-2.3,26.5,Female,NS,19264118,,
Resveratrol,501-36-0,Anastrepha ludens,,100 µM,-5.6,10.2,Female,NS,19264118,,
Pine Bark extract,,Caenorhabditis elegans,N2,10 µg/mL,,5.2,,S,19350411,,
Psoralea corylifolia extract,,Caenorhabditis elegans,N2,10 µg/mL,,9.8,,S,19350411,,
Nicotinamide adenine dinucleotide,53-84-9,Caenorhabditis elegans,N2,100 µM,15,,,O,19370397,,
Coenzyme Q10,303-98-0,Caenorhabditis elegans,clk-1 (qm30),,19,,,S,19428456,,
Lamotrigine,84057-84-1,Drosophila melanogaster,Ives,12 mg/ml,17.2,,Female,S,19430925,,
Lamotrigine,84057-84-1,Drosophila melanogaster,Ives,12 mg/ml,15.4,,Male,S,19430925,,
Carbonylcyanide-3-chlorophenylhydrazone,555-60-2,Caenorhabditis elegans,N2,10 µM,60,,,S,19442682,,
Catechin,154-23-4,Caenorhabditis elegans,N2,200 µm,13,,,S,19501612,,
Ascorbic acid,50-81-7,Caenorhabditis elegans,N2,25 µL Liposomes + 240 µg ascorbic acid,,50,,S,19580823,,
Glutathione,98726-08-0,Caenorhabditis elegans,N2,25 µL Liposomes + 360 µg glutathione,,50,,S,19580823,,
N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,25 µL Liposomes + 100 µg NAC,,42.9,,S,19580823,,
Trimethadione,127-48-0,Caenorhabditis elegans,N2,25 µL Liposomes + 0.6mg trimethadione,,50,,S,19580823,,
Rapamycin,53123-88-9,Mus musculus,Hybrid of CB6F1(F)& C3D2F1(M),2.24 mg/kg/day,13,14,Female,S,19587680,,
Juglone,481-39-0,Caenorhabditis elegans,N2,40 µm,29,,,S,19597959,,
Rhodiola rosea extract,,Drosophila melanogaster,,25 mg/mL,24,16,Male,S,19634056,,
Rhodiola rosea extract,,Drosophila melanogaster,,25 mg/mL,24,31,Female,S,19634056,,
Black tea extract,,Drosophila melanogaster,,10 mg/ml,10,,,S,19770032,,
Oxaloacetate,328-42-7,Caenorhabditis elegans,N2,8 mM,25,13,,S,19793063,,
Spermidine,124-20-9,Drosophila melanogaster,w1118,1 mM,30,,,S,19801973,,
Spermidine,124-20-9,Saccharomyces cerevisiae,,4 mM,233,,,S,19801973,,
Spermidine,124-20-9,Caenorhabditis elegans,N2,0.2 mM,15,,,S,19801973,,
Acetic Acid,64-19-7,Caenorhabditis elegans,N2,50 ppm,23,,,S,19837596,,
Reishi polysaccharide,,Caenorhabditis elegans,N2,100 ppm,35,,,S,19837596,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-19,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-11,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,0,,,NS,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,11,,,NS,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-9,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-24,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-15,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-20,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-31,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-17,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-28,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-23,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,2%,-16,,,S,19883616,,
Glucose,2280-44-6,Caenorhabditis elegans,N2,102%,-17,,,S,19883616,,
Glycerol,56-81-5,Caenorhabditis elegans,N2,1%,-36,,,S,19883616,,
Glycerol,56-81-5,Caenorhabditis elegans,N2,1%,-23,,,S,19883616,,
Sorbitol,50-70-4,Caenorhabditis elegans,N2,2%,5,,,NS,19883616,,
Glycerol,56-81-5,Caenorhabditis elegans,N2,1%,-24,,,S,19883616,,
Sorbitol,50-70-4,Caenorhabditis elegans,N2,2%,-2,,,NS,19883616,,
Rapamycin,53123-88-9,Mus musculus,C57BL/6J,4 mg/kg,,,Male,S,19934433,,
LY-294002,154447-36-6,Drosophila melanogaster,Canton S,5 µM,14,22.5,Male,S,20017609,,
LY-294002,154447-36-6,Drosophila melanogaster,Canton S,5 µM,14.3,16.3,Female,S,20017609,,
Rapamycin,53123-88-9,Drosophila melanogaster,white Dahomey,200 µM,13,,Female,S,20074526,,
Metformin,657-24-9,Caenorhabditis elegans,N2,50 mM,40,0,,S,20090912,,
SQDB,,Caenorhabditis elegans,N2,100 µg/ml,12,,,S,20179756,,
Metformin,657-24-9,Rattus norvegicus,Fischer 344,300 mg/kg/day,2.3,2.1,,NS,20304770,,
FCCP,370-86-5,Caenorhabditis elegans,N2,50 µM,17.3,21.6,,S,20346071,,
VI-28,,Mus musculus,C57BL/6J,0.005,7.2,,Female,NS,20370440,,
VI-28,,Mus musculus,C57BL/6J,0.0005,8.8,,Female,S,20370440,,
VI-28,,Mus musculus,C57BL/6J,0.005,13.5,,Male,S,20370440,,
VI-28,,Mus musculus,C57BL/6J,0.0005,14.4,,Male,S,20370440,,
Tannic acid,1401-55-4,Caenorhabditis elegans,N2,100 µM,18,,,S,20413530,,
Indolepropionamide,,Philodina acuticornis,odiosa,10 µM,137.8,,,S,20421998,,
Indolepropionamide,,Philodina acuticornis,odiosa,20 µM,229.7,,,S,20421998,,
Indolepropionamide,,Philodina acuticornis,odiosa,30 µM,267.9,,,S,20421998,,
Phaseolus vulgaris Extract,,Caenorhabditis elegans,N2,150 µg / mL,13.2,,,S,20455573,,
Trehalose,99-20-7,Caenorhabditis elegans,N2,5 mM,32,,,S,20477758,,
"alpha,beta-Trehalose",585-91-1,Caenorhabditis elegans,N2,5 mM,0,,,NS,20477758,,
Sucrose,57-50-1,Caenorhabditis elegans,N2,5 mM,-4,,,NS,20477758,,
Maltose,4482-75-1,Caenorhabditis elegans,N2,5 mM,8,,,S,20477758,,
Epicatechin,490-46-0,Caenorhabditis elegans,N2,100 µM,15,11,,NS,20513639,,
Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,100 µM,20,13,,NS,20513639,,
DhHP-6,,Caenorhabditis elegans,N2,200 µM,21,,,S,20528576,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,BY4741,1 mM,140,,,NS,20550520,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,BY4741,1 mM,260,,,NS,20550520,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,CM39L-11A,1 mM,50,,,NS,20550520,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,CM39L-11A,1 mM,42.8,,,NS,20550520,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,CM39L-11A,1 mM,62.4,,,NS,20550520,,
L-Carnitine,541-15-1,Saccharomyces cerevisiae,CM39L-11A,1 mM,21.4,,,NS,20550520,,
Marine collagen peptides,,Rattus norvegicus,Sprague-Dawley,0.09,11,13,,S,20553190,,
Lithocholic acid,434-13-9,Saccharomyces cerevisiae,BY4741,50 µM ,100,,,S,20622262,,
Cyclosporin A,59865-13-3,Podospora anserina,s,0.02 μg/mL,3.32,,,S,20626725,,
Cyclosporin A,59865-13-3,Podospora anserina,s,0.04 μg/mL,-1.16,,,NS,20626725,,
Cyclosporin A,59865-13-3,Podospora anserina,s,0.1 µg/mL,1.61,,,NS,20626725,,
Curcumin,458-37-7,Drosophila melanogaster,Canton S,100 µM,19,,Female,S,20645870,,
Curcumin,458-37-7,Drosophila melanogaster,Ives,250 µM,18,,Male,S,20645870,,
Carnosine,305-84-0,Drosophila melanogaster,,50 mg/l,20,,Male,S,20681748,,
"S,S-trolox-carnosine",,Drosophila melanogaster,,50 mg/L,16,,Male,S,20681748,,
"S,S-trolox-carnosine",,Drosophila melanogaster,,50 mg/L,36,,Female,S,20681748,,
Apple polyphenols,,Caenorhabditis elegans,N2,100 µg/ml,12,,,S,20717869,,
Procyanidins,20347-71-1,Caenorhabditis elegans,N2,65 µg/ml,12.1,,,S,20717869,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,4 µl/100 ml media,12.4,6.4,,S,20738162,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,12 µl/100 ml media,26.8,21.3,Male,S,20738162,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,4 µl/100 ml media,16,14,,S,20738162,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,20 µl/100 ml media,44.4,8,Male,S,20738162,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,20 µl/100 ml media,55.7,36,Female,S,20738162,,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,12 µl/100 ml media,21.9,8,Female,S,20738162,,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,12 µl/100 ml media,22.1,10.6,Male,S,20738162,,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,20 µl/100 ml media,32,14.9,Male,S,20738162,,
Stachys lavandulifolia ethanol extract,,Drosophila melanogaster,Oregon R,12 µl/100 ml media,31.3,22,Female,S,20738162,,
Stachys lavandulifolia water extract,,Drosophila melanogaster,Oregon R,20 µl/100 ml media,35.6,14,Female,S,20738162,,
N-acetyl-L-cysteine,616-91-1,Mus musculus,UM-HET3,10 g/L of water,24,45,Male,S,20819793,,
Dimethyl sulfoxide,67-68-5,Caenorhabditis elegans,N2,0.005,29,18.6,,S,20828537,,
Branched-Chain Amino Acids,77431-55-1,Mus musculus,B6.129S2,1.5 mg/g body weight,12,4.6,MALE,S,20889128,,
Electrolyzed reduced water,,Caenorhabditis elegans,N2,,41,0,,S,20944427,,
Dapsone,80-08-0,Caenorhabditis elegans,N2,2 mM,38.22,,,S,20974969,,
Dapsone,80-08-0,Caenorhabditis elegans,N2,2 mM,42.92,,,S,20974969,,
Dapsone,80-08-0,Caenorhabditis elegans,N2,0.5 mM,22.11,,,S,20974969,,
Dapsone,80-08-0,Caenorhabditis elegans,N2,1 mM,23.05,,,S,20974969,,
Sodium pyruvate,113-24-6,Caenorhabditis elegans,N2,2.5 mM,13.9,,,S,21040400,,
Morphine,57-27-2,Drosophila melanogaster,Oregon R,,3.2,,,S,21061062,,
Morphine,57-27-2,Drosophila melanogaster,Oregon R,,2.6,,,S,21061062,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,1 μL/100 mL,-14.11,-5.26,FEMALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,3 μL/100 mL,-20.49,-12.28,FEMALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,5 μL/100 mL,-31.95,-24.56,FEMALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,10 μL/100 mL,-42.86,-36.84,FEMALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,1 μL/100 mL,-14.53,-7.27,MALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,3 μL/100 mL,-18.99,-12.73,MALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,5 μL/100 mL,-30.97,-27.27,MALE,S,21127834,,
Genistein,446-72-0,Drosophila melanogaster,Oregon-R,10 μL/100 mL,-41.75,-40,MALE,S,21127834,,
Paraquat,4685-14-7,Caenorhabditis elegans,N2,0.1 mM,58,48,,S,21151885,,
Dichloroacetate,13425-80-4,Caenorhabditis elegans,N2,50 µg/ml,7.9,13.5,,S,21153705,,
25-Azacoprostane,37106-88-0,Caenorhabditis elegans,N2,25 μm,-34.8,,,S,21186286,,
Glaucarubinone,1259-86-5,Caenorhabditis elegans,N2,100 nM,7.9,9,,S,21264793,,
Diallyl trisulfide,2050-87-5,Caenorhabditis elegans,TJ1060,10 µM,13,,,S,21296648,,
Trielaidin,537-39-3,Caenorhabditis elegans,N2,25 μM,-8.08,,,NS,21308896,,
Triolein,122-32-7,Caenorhabditis elegans,N2,25 µM,0,,,NS,21308896,,
Apple polyphenols,,Drosophila melanogaster,Oregon R,NA,10,,,S,21319854,,
Celecoxib,169590-42-5,Caenorhabditis elegans,N2,10 µM,19,,,S,21348927,,
Resveratrol,501-36-0,Caenorhabditis elegans,N2,100 ug/ml,11,11.5,,O,21364612,,
Palmitic acid,57-10-3,Caenorhabditis elegans,N2,40 μM,-5.55,,,S,21386131,,
Eicosapentaenoic acid,10417-94-4,Caenorhabditis elegans,N2,40 μM,-20.37,,,S,21386131,,
Nectarine,,Drosophila melanogaster,Canton S,0.04,17.6,2.7,Female,S,21406223,,
Thioflavin T,2390-54-7,Caenorhabditis elegans,N2,50-100 µM,60,78,,S,21451522,,
Oregano and Cranberry extracts,,Anastrepha ludens,Loew,0.02,43,,,S,21455602,,
Pyrrolidine dithiocarbamate,25769-03-3,Drosophila melanogaster,,20 mg/l,16,,Female,S,21483034,,
Pyrrolidine dithiocarbamate,25769-03-3,Drosophila melanogaster,,20 mg/l,15,,Male,S,21483034,,
Caffeic acid,331-39-5,Caenorhabditis elegans,N2,300 µM,11,,,S,21503726,,
Rosmarinic acid,537-15-5,Caenorhabditis elegans,N2,200 µM,10,,,S,21503726,,
Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.1 mM/l,42,,,S,21525262,,
Q3M,,Caenorhabditis elegans,N2,20 µg/mL,20,,,S,21563825,,
Q3'G,,Caenorhabditis elegans,N2,21 µg/mL,12,,,S,21563825,,
Quercetin,117-39-5,Caenorhabditis elegans,N2,22 µg/mL,14,,,S,21563825,,
Resveratrol,501-36-0,Saccharomyces cerevisiae,K6001,10 μM,23.18,,,S,21597195,,
Phloridzin,60-81-1,Saccharomyces cerevisiae,K6001,1 μM,5.79,,,NS,21597195,,
Phloridzin,60-81-1,Saccharomyces cerevisiae,K6001,10 μM,17.39,,,S,21597195,,
Phloridzin,60-81-1,Saccharomyces cerevisiae,K6001,30 μM,33.33,,,S,21597195,,
Electrolyzed reduced water,,Caenorhabditis elegans,N2,,12.1,,,S,21737933,,
Electrolyzed reduced water,,Caenorhabditis elegans,N2,,15.5,,,S,21737933,,
Electrolyzed reduced water,,Caenorhabditis elegans,N2,,32.3,,,S,21737933,,
Electrolyzed reduced water,,Caenorhabditis elegans,N2,,37.4,,,S,21737933,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,50 ppb,1.7,,,NS,21737933,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,2 ppb,3.9,,,NS,21737933,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,10 ppb,5,,,NS,21737933,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,5 ppb,7.1,,,S,21737933,,
Platinum nanoparticles,04/06/7440,Caenorhabditis elegans,N2,2 ppb,18.2,,,S,21737933,,
Ferulsinaic acid,,Caenorhabditis elegans,N2,100 µM,20,,,S,21749391,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,11,12,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,50 µM,2,0,,NS,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,19,16,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,10,12,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,10,8,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,9,4,,NS,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,8,7,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,8,14,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,14,8,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,1 mM,13,18,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,1 mM,12,24,,S,21765926,,
Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,22,25,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,500 µM,15,12,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,1 mM,10,24,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,500 µM,15,14,,S,21765926,,
Oxoline,30266-58-1,Caenorhabditis elegans,N2,50 µM,2,1,,NS,21765926,,
